ad_ref,assembly,body,ad_city,color,engine_cc,fuel_type,make,mileage,model,registered,transmission,year,price,make_reduced,model_reduced,log_price
7917497,Unknown,Sedan,Islamabad,White,1300.0,Petrol,Suzuki,188000,Baleno,Islamabad,Manual,1905.0,1100000.0,Suzuki,Other,13.910821646859095
7917498,Imported,Unknown,Peshawar,White,1500.0,Petrol,Toyota,163000,Corolla,Abbottabad,Automatic,1905.0,2750000.0,Toyota,Corolla,14.827111833279051
7917501,Unknown,Hatchback,Mardan,Blue,800.0,Petrol,Suzuki,60000,Mehran,Lahore,Manual,1905.0,650000.0,Suzuki,Mehran,13.384729180332174
7917502,Unknown,SUV,Lahore,Polar White,1999.0,Petrol,Hyundai,3300,Tucson,Punjab,Automatic,1905.0,8480000.0,Hyundai,Other,15.953221125692608
7917507,Unknown,SUV,Lahore,Grey,2000.0,Petrol,Hyundai,60000,Tucson,Lahore,Automatic,1905.0,7825000.0,Hyundai,Other,15.87283442218601
7917504,Unknown,SUV,Lahore,Blue,1999.0,Petrol,KIA,25000,Sportage,Punjab,Automatic,1905.0,7450000.0,KIA,Sportage,15.82372472458392
7825551,Imported,Sedan,Karachi,Black,3000.0,Petrol,BMW,84000,7,Punjab,Automatic,1905.0,18500000.0,Other,Other,16.733281344102608
7824996,Unknown,SUV,Gujranwala,White,2700.0,Petrol,Toyota,100000,Fortuner,Lahore,Automatic,1905.0,12000000.0,Toyota,Fortuner,16.300417291085605
7821287,Imported,Sedan,Islamabad,Black,1500.0,Petrol,Honda,12000,Civic,Islamabad,Automatic,1905.0,8750000.0,Honda,Civic,15.984564372619506
7825662,Unknown,Crossover,Karachi,White,1500.0,Petrol,Chery,11069,Tiggo,Karachi,Automatic,1905.0,6400000.0,Other,Other,15.671808704579888
7917457,Unknown,Unknown,Islamabad,Black,1500.0,Petrol,Honda,95000,Civic,Punjab,Manual,1905.0,900000.0,Honda,Civic,13.710151153416941
7825611,Imported,Unknown,Zafarwal,Silver,660.0,Petrol,Suzuki,95000,Every,Punjab,Automatic,1905.0,3450000.0,Suzuki,Every,15.053885078862573
7917458,Unknown,Sedan,Lahore,Black,1600.0,Petrol,Toyota,61500,Corolla,Lahore,Automatic,1905.0,5150000.0,Toyota,Corolla,15.454507466814658
7917466,Unknown,Sedan,Islamabad,Super White,1598.0,Petrol,Toyota,6700,Corolla,Islamabad,Automatic,1905.0,7000000.0,Toyota,Corolla,15.76142084987672
7917463,Imported,Unknown,Islamabad,Black,660.0,Petrol,Suzuki,24,Alto,Islamabad,Manual,1905.0,360000.0,Suzuki,Alto,12.793862088206213
7818940,Unknown,Sedan,Islamabad,Silver,1300.0,Petrol,Honda,102000,City,Islamabad,Manual,1905.0,2900000.0,Honda,City,14.88022163978423
7917470,Unknown,Hatchback,Lahore,White,800.0,Petrol,Daihatsu,100000,Cuore,Punjab,Manual,1905.0,830000.0,Daihatsu,Cuore,13.629182184591333
7917475,Unknown,Sedan,Hyderabad,White,1800.0,Petrol,Honda,107523,Civic,Karachi,Automatic,1905.0,3350000.0,Honda,Civic,15.024471202308668
7917481,Unknown,Sedan,Sadiqabad,White,1800.0,Petrol,Honda,52876,Civic,Karachi,Automatic,1905.0,5500000.0,Honda,Civic,15.520258832020865
7917478,Unknown,Hatchback,Multan,Unknown,800.0,Petrol,Daihatsu,78000,Cuore,Sindh,Automatic,1905.0,1075000.0,Daihatsu,Cuore,13.887832149776026
7911191,Imported,Unknown,Lahore,Silver,660.0,Petrol,Honda,83500,Life,Lahore,Automatic,1905.0,1550000.0,Honda,Other,14.253766134056512
7609519,Imported,Unknown,Islamabad,Silver,660.0,Petrol,Mitsubishi,7000,Ek,Un-Registered,Automatic,1905.0,3800000.0,Mitsubishi,Other,15.150511887854474
7917483,Imported,Unknown,Lahore,White,1800.0,Hybrid,Toyota,125000,Prius,Lahore,Automatic,1905.0,4100000.0,Toyota,Prius,15.226497775576945
7917482,Imported,Hatchback,Islamabad,Pink,660.0,Petrol,Honda,87000,N,Islamabad,Automatic,1905.0,2275000.0,Honda,Other,14.637491049927531
7917485,Unknown,Sedan,Rawalpindi,Crystal Black,1800.0,Petrol,Honda,120000,Civic,Islamabad,Automatic,1905.0,3650000.0,Honda,Civic,15.11023799953124
7795442,Unknown,Crossover,Karachi,White,1600.0,Petrol,Chery,3922,Tiggo,Karachi,Automatic,1905.0,9400000.0,Other,Other,16.056220353623207
7682801,Imported,Sedan,Islamabad,Blue,1400.0,Petrol,Audi,50000,A5,Islamabad,Automatic,1905.0,17800000.0,Audi,Other,16.694709071442087
7438426,Imported,SUV,Islamabad,White,80.0,Unknown,Mercedes,1400,Benz,Islamabad,Automatic,1905.0,35000000.0,Mercedes,Benz,17.370858648025116
7826351,Imported,SUV,Karachi,Unknown,2700.0,Petrol,Toyota,165000,Prado,Karachi,Automatic,1905.0,8200000.0,Toyota,Prado,15.919644834185693
7333711,Imported,Crossover,Islamabad,White,3000.0,Petrol,BMW,300,X7,Un-Registered,Automatic,1905.0,95000000.0,Other,Other,18.36938746009113
7826095,Imported,SUV,Quetta,Crystal Pearl,4000.0,Petrol,Toyota,80000,Prado,Islamabad,Automatic,1905.0,12800000.0,Toyota,Prado,16.36495580701484
7917434,Unknown,Hatchback,Jand,Solid White,1000.0,Petrol,Suzuki,44000,Wagon,Punjab,Manual,1905.0,3100000.0,Suzuki,Wagon,14.946912992035967
7917429,Unknown,Van,Kot,Green,800.0,Petrol,Suzuki,42340,Bolan,Multan,Manual,1905.0,750000.0,Suzuki,Bolan,13.527829818844937
7917435,Unknown,Sedan,Islamabad,Silver,1600.0,Petrol,Honda,165000,Civic,Karachi,Automatic,1905.0,1050000.0,Honda,Civic,13.864301674514206
7917436,Imported,Hatchback,Lahore,Black,1000.0,Petrol,Toyota,140000,Vitz,Lahore,Automatic,1905.0,2550000.0,Toyota,Vitz,14.751604309291395
7917439,Unknown,Hatchback,Karachi,Blue,1300.0,Petrol,Suzuki,98000,Swift,Karachi,Manual,1905.0,1450000.0,Suzuki,Swift,14.187074804051692
7898329,Unknown,Hatchback,Lahore,Grey,800.0,Petrol,Suzuki,90000,Mehran,Sindh,Manual,1905.0,650000.0,Suzuki,Mehran,13.384729180332174
7860110,Imported,Hatchback,Sehwan,Silver,1000.0,Petrol,Toyota,64000,Vitz,Sindh,Automatic,1905.0,3800000.0,Toyota,Vitz,15.150511887854474
7917442,Unknown,Hatchback,Sukkur,White,1200.0,Petrol,Suzuki,7300,Swift,Un-Registered,Automatic,1905.0,4800000.0,Suzuki,Swift,15.38412668421143
7917440,Unknown,Sedan,Karachi,White,1300.0,Petrol,Toyota,165000,Corolla,Karachi,Manual,1905.0,2950000.0,Toyota,Corolla,14.897316067298997
7916782,Imported,SUV,Islamabad,Attitude Black Mica,4600.0,Petrol,Toyota,50000,Land,Islamabad,Automatic,1905.0,41000000.0,Toyota,Land,17.529082649058825
7917447,Imported,Hatchback,Matli,Super White,1000.0,Petrol,Toyota,62000,Passo,Karachi,Automatic,1905.0,3600000.0,Toyota,Passo,15.096444681204078
7775162,Unknown,Sedan,Okara,White,1300.0,Petrol,Toyota,37000,Corolla,Lahore,Manual,1905.0,3600000.0,Toyota,Corolla,15.096444681204078
7917443,Unknown,Sedan,Karachi,Grey Graphite,1300.0,Petrol,Toyota,109000,Corolla,Karachi,Manual,1905.0,3050000.0,Toyota,Corolla,14.930652476452392
7734098,Unknown,Crossover,Karachi,Teffeta White,1500.0,Petrol,Honda,6,HR-V,Un-Registered,Automatic,1905.0,8000000.0,Honda,Other,15.894952224644102
7917444,Imported,Unknown,Peshawar,Blue,1800.0,Petrol,Toyota,111,Corolla,Peshawar,Automatic,1905.0,1750000.0,Toyota,Corolla,14.375126917328105
7917449,Unknown,Sedan,Phalia,Silver Metallic,1300.0,Petrol,Toyota,150000,Corolla,Islamabad,Automatic,1905.0,4350000.0,Toyota,Corolla,15.285686632949897
7802355,Unknown,Mini Van,Quetta,Solid White,800.0,Petrol,Suzuki,100,Bolan,Un-Registered,Manual,1905.0,1800000.0,Suzuki,Bolan,14.403297778421795
7917452,Unknown,Sedan,Karachi,Bronze Mica,1300.0,Petrol,Toyota,90000,Corolla,Karachi,Manual,1905.0,2300000.0,Toyota,Corolla,14.648420115681892
7827104,Unknown,Sedan,Karachi,White,1300.0,Petrol,Toyota,56800,Corolla,Sindh,Automatic,1905.0,3925000.0,Toyota,Corolla,15.182877163975684
7917454,Imported,Hatchback,Peshawar,Polar White,1000.0,Petrol,Toyota,124500,Vitz,Lahore,Automatic,1905.0,2350000.0,Toyota,Vitz,14.669926311652166
7787762,Imported,Sedan,Lahore,White,1800.0,Petrol,Audi,99000,A4,Lahore,Automatic,1905.0,6850000.0,Audi,Other,15.739759356223798
7744493,Unknown,Sedan,Swabi,White,1600.0,Petrol,Toyota,12000,Corolla,Islamabad,Automatic,1905.0,6350000.0,Toyota,Corolla,15.663965528349177
7917422,Unknown,Hatchback,Gujrat,Snow White Pearl,800.0,Petrol,Suzuki,250000,Mehran,Bannu,Manual,1905.0,425000.0,Suzuki,Mehran,12.959846800844963
7917423,Imported,Unknown,Karachi,Silver,1500.0,Petrol,Toyota,180,Corolla,Karachi,Automatic,1905.0,2750000.0,Toyota,Corolla,14.827111833279051
7917420,Imported,Hatchback,Faisalabad,Silver,1000.0,Petrol,Toyota,72000,Vitz,Punjab,Automatic,1905.0,2400000.0,Toyota,Vitz,14.690979711984754
7917414,Unknown,Crossover,Islamabad,Quartz Black,1598.0,Petrol,Chery,10000,Tiggo,Islamabad,Automatic,1905.0,10700000.0,Other,Other,16.185754392890075
7917433,Unknown,Sedan,Lahore,Black,1300.0,Petrol,Toyota,136000,Corolla,Sindh,Manual,1905.0,3000000.0,Toyota,Corolla,14.914123179965662
7917425,Imported,Hatchback,Islamabad,Burgundy,660.0,Petrol,Daihatsu,71000,Mira,Rawalpindi,Automatic,1905.0,2300000.0,Daihatsu,Mira,14.648420115681892
7917430,Imported,Hatchback,Islamabad,Absolutely Red,1000.0,Petrol,Toyota,15,Vitz,Lahore,Automatic,1905.0,1950000.0,Toyota,Vitz,14.48334044336031
7712770,Unknown,SUV,Lahore,Black,2800.0,Diesel,Toyota,10,Fortuner,Un-Registered,Automatic,1905.0,20600000.0,Toyota,Fortuner,16.840801682303496
7406868,Imported,Crossover,Multan,Silver,1800.0,Hybrid,Toyota,100000,C-HR,Islamabad,Automatic,1905.0,8300000.0,Toyota,Other,15.931766193248746
7827221,Imported,Unknown,Islamabad,Black,2500.0,Petrol,Mazda,50000,Rx7,Punjab,Manual,1905.0,14500000.0,Other,Other,16.489659276356317
7827114,Imported,SUV,Islamabad,Brown,3400.0,Petrol,Toyota,173000,Prado,Islamabad,Automatic,1905.0,8100000.0,Toyota,Prado,15.90737474309945
7698074,Imported,Sedan,Islamabad,White,1400.0,Petrol,Audi,71297,A4,Islamabad,Automatic,1905.0,14000000.0,Audi,Other,16.454567959008102
7827748,Unknown,Sedan,Peshawar,Taffeta White,1498.0,Petrol,Honda,10000,Civic,Islamabad,Automatic,1905.0,10800000.0,Honda,Civic,16.195056784687036
7741683,Imported,Hatchback,Rawalpindi,Black,1200.0,Hybrid,Nissan,60435,Note,Un-Registered,Automatic,1905.0,4450000.0,Nissan,Other,15.308414878861498
7696404,Imported,Unknown,Islamabad,White,1000.0,Petrol,Toyota,40000,Roomy,Un-Registered,Automatic,1905.0,4100000.0,Toyota,Other,15.226497775576945
7206466,Imported,Crossover,Lahore,White,1500.0,Petrol,MG,25000,HS,Lahore,Automatic,1905.0,7500000.0,MG,Other,15.830413711839864
7782186,Unknown,Hatchback,Chakwal,White,800.0,Petrol,Suzuki,110000,Mehran,Lahore,Manual,1905.0,1025000.0,Suzuki,Mehran,13.840204146163925
7828545,Imported,SUV,Lahore,Maroon,4200.0,Petrol,Range,120000,Rover,Islamabad,Automatic,1905.0,11000000.0,Other,Other,16.213405921671733
7829168,Unknown,Sedan,Peshawar,White,1800.0,Petrol,Toyota,27000,Corolla,Islamabad,Automatic,1905.0,6740000.0,Toyota,Corolla,15.72357063125643
7771532,Imported,SUV,Islamabad,Silver Pearl,3000.0,Diesel,Toyota,103000,Prado,Lahore,Automatic,1905.0,7500000.0,Toyota,Prado,15.830413711839864
7823928,Imported,SUV,Islamabad,White,3378.0,Petrol,Toyota,212000,Prado,Islamabad,Automatic,1905.0,9500000.0,Toyota,Prado,16.066802461833923
7717084,Unknown,SUV,Islamabad,Blue,2000.0,Petrol,Hyundai,5,Tucson,Islamabad,Automatic,1905.0,7600000.0,Hyundai,Other,15.843658936835498
7831863,Imported,Hatchback,Islamabad,Red,1000.0,Petrol,Toyota,93000,Vitz,Islamabad,Automatic,1905.0,3100000.0,Toyota,Vitz,14.946912992035967
7917410,Unknown,MPV,Mardan,Lunar Silver Metallic,1500.0,Petrol,Honda,95000,BR-V,Islamabad,Automatic,1905.0,3880000.0,Honda,BR-V,15.171345969331382
7917379,Unknown,SUV,Karachi,White,2000.0,Petrol,KIA,13000,Sportage,Karachi,Automatic,1905.0,7200000.0,KIA,Sportage,15.789591722875162
7917380,Unknown,Van,Gujar,Solid White,800.0,Petrol,Suzuki,16500,Bolan,Punjab,Manual,1905.0,1850000.0,Suzuki,Bolan,14.430696737594902
7917382,Unknown,Hatchback,Lahore,Blue,1000.0,Petrol,Hyundai,84000,Santro,Lahore,Manual,1905.0,1120000.0,Hyundai,Other,13.928840136128022
7917381,Unknown,Hatchback,Rawalpindi,Dark Blue,800.0,Petrol,Suzuki,100,FX,Rawalpindi,Manual,1905.0,155000.0,Suzuki,Other,11.951186847493476
7916585,Unknown,Sedan,Rawalpindi,Black,1300.0,Petrol,Honda,270000,City,Lahore,Manual,1905.0,1850000.0,Honda,City,14.430696737594902
7917385,Unknown,Mini Van,Lahore,White,800.0,Petrol,Suzuki,55000,Bolan,Punjab,Manual,1905.0,540000.0,Suzuki,Bolan,13.199326270390594
7842277,Unknown,Sedan,Faisalabad,White,1300.0,Petrol,Toyota,45000,Corolla,Islamabad,Manual,1905.0,4150000.0,Toyota,Corolla,15.238619133170708
7917388,Unknown,Hatchback,Multan,Pearl Black,1000.0,Petrol,Suzuki,80360,Wagon,Sindh,Manual,1905.0,1625000.0,Suzuki,Wagon,14.301018989130402
7917390,Unknown,Unknown,Lahore,White,1000.0,Petrol,FAW,70000,Hongqi,Punjab,Manual,1905.0,1200000.0,FAW,Other,13.997832948091215
7917387,Unknown,Hatchback,Rawalpindi,Solid White,1240.0,Petrol,Suzuki,2700,Swift,Un-Registered,Automatic,1905.0,4450000.0,Suzuki,Swift,15.308414878861498
7917394,Unknown,Sedan,Quetta,Burgundy,1600.0,Petrol,Toyota,94000,Corolla,Karachi,Automatic,1905.0,2850000.0,Toyota,Corolla,14.862829903121964
7917391,Imported,SUV,Islamabad,White,4700.0,Petrol,Toyota,180000,Land,Punjab,Automatic,1905.0,11000000.0,Toyota,Land,16.213405921671733
7917396,Imported,Hatchback,Lahore,Black,660.0,Petrol,Honda,70000,N,Punjab,Automatic,1905.0,2850000.0,Honda,Other,14.862829903121964
7746044,Imported,Hatchback,Rahim,Blue,1500.0,Hybrid,Toyota,63000,Aqua,Islamabad,Automatic,1905.0,4000000.0,Toyota,Other,15.201805169084134
7917402,Unknown,Hatchback,Multan,Gray Metallic,800.0,Petrol,Suzuki,67000,Mehran,Multan,Manual,1905.0,780000.0,Suzuki,Mehran,13.567050480716235
7917397,Unknown,Sedan,Islamabad,Super White,1598.0,Petrol,Toyota,21000,Corolla,Islamabad,Automatic,1905.0,6250000.0,Toyota,Corolla,15.648092181712572
7917401,Unknown,Hatchback,Islamabad,Clear White,998.0,Petrol,KIA,1,Picanto,Un-Registered,Automatic,1905.0,3700000.0,KIA,Other,15.123843647884687
7744891,Unknown,Sedan,Lahore,Gold,1500.0,Petrol,Honda,287245,Civic,Karachi,Manual,1905.0,1070000.0,Honda,Civic,13.883170141017091
7917400,Unknown,Sedan,Lahore,Lunar Silver Metallic,1300.0,Petrol,Honda,92000,City,Punjab,Automatic,1905.0,3400000.0,Honda,City,15.039286283703994
7917404,Unknown,Sedan,Rahim,White,1300.0,Petrol,Toyota,1,Yaris,Un-Registered,Automatic,1905.0,5125000.0,Toyota,Yaris,15.449641278110677
7735922,Unknown,Sedan,Gujrat,Black,1300.0,Petrol,Toyota,210000,Corolla,Lahore,Manual,1905.0,2275000.0,Toyota,Corolla,14.637491049927531
7917408,Unknown,Hatchback,Lahore,Graphite Grey,1000.0,Petrol,Suzuki,98000,Alto,Lahore,Manual,1905.0,1125000.0,Suzuki,Alto,13.933294482509151
7917353,Unknown,Hatchback,Lahore,White,800.0,Petrol,Suzuki,81642,Mehran,Lahore,Manual,1905.0,445000.0,Suzuki,Mehran,13.005831808336863
6120815,Unknown,Hatchback,Charsadda,White,1000.0,Petrol,Suzuki,15000,Cultus,Islamabad,Manual,1905.0,3275000.0,Suzuki,Cultus,15.001828732394955
7917354,Unknown,Sedan,Islamabad,Taffeta White,1800.0,Petrol,Honda,98000,Civic,Islamabad,Automatic,1905.0,4300000.0,Honda,Civic,15.274125813221904
7917357,Unknown,Unknown,Karachi,Grey,1000.0,Petrol,Suzuki,63000,Cultus,Karachi,Manual,1905.0,2660000.0,Suzuki,Cultus,14.793837056697662
7917356,Unknown,Hatchback,Rawalpindi,Green,1000.0,Petrol,Suzuki,100000,Khyber,Lahore,Manual,1905.0,550000.0,Suzuki,Khyber,13.217675375388819
7917360,Unknown,Sedan,Lahore,Unknown,1300.0,Petrol,Honda,130000,City,Lahore,Manual,1905.0,1690000.0,Honda,City,14.340239678615058
7917350,Unknown,Hatchback,Lahore,Silver,1000.0,Petrol,Suzuki,120000,Cultus,Lahore,Manual,1905.0,900000.0,Suzuki,Cultus,13.710151153416941
7773191,Unknown,Sedan,Islamabad,White,1300.0,Petrol,Toyota,162000,Corolla,Lahore,Manual,1905.0,2350000.0,Toyota,Corolla,14.669926311652166
7917362,Imported,Sedan,Karachi,Unknown,1300.0,Petrol,Honda,180000,Civic,Karachi,Manual,1905.0,850000.0,Honda,Civic,13.652992804936396
7917364,Unknown,Hatchback,Rawalpindi,Silver,1000.0,Petrol,Suzuki,86000,Cultus,Rawalpindi,Manual,1905.0,800000.0,Suzuki,Cultus,13.592368256649284
7106123,Unknown,SUV,Gujranwala,White,2700.0,Petrol,Toyota,17000,Fortuner,Islamabad,Automatic,1905.0,16000000.0,Toyota,Fortuner,16.588099342704055
7917366,Unknown,Sedan,Lahore,Diamond Silver Metallic,1800.0,Petrol,Mercedes,20000,Benz,Lahore,Automatic,1905.0,4250000.0,Mercedes,Benz,15.26242977619469
7917367,Unknown,Hatchback,Karachi,Black,1000.0,Petrol,Suzuki,113000,Cultus,Sindh,Manual,1905.0,2500000.0,Suzuki,Cultus,14.731801689838349
7917351,Unknown,Sedan,Multan,Black,1800.0,Petrol,Honda,105000,Civic,Karachi,Automatic,1905.0,1895000.0,Honda,Civic,14.45472992420301
7917363,Unknown,Hatchback,Islamabad,Solid White,796.0,Petrol,Suzuki,53000,Mehran,Islamabad,Manual,1905.0,1450000.0,Suzuki,Mehran,14.187074804051692
7917369,Unknown,Sedan,Islamabad,Grey,1800.0,Petrol,Honda,46000,Civic,Islamabad,Automatic,1905.0,5750000.0,Honda,Civic,15.564710586686562
7917373,Imported,Hatchback,Quetta,Super White II,1000.0,Petrol,Toyota,66000,Vitz,Sindh,Automatic,1905.0,3650000.0,Toyota,Vitz,15.11023799953124
7917371,Imported,Hatchback,Lahore,Polar White,1000.0,Petrol,Toyota,152000,Vitz,Karachi,Automatic,1905.0,1735000.0,Toyota,Vitz,14.366518547731806
7913631,Imported,Hatchback,Bahawalpur,White,660.0,Petrol,Daihatsu,145000,Mira,Lahore,Automatic,1905.0,2390000.0,Daihatsu,Mira,14.686804342317648
7827853,Unknown,Hatchback,Karachi,Solid White,1000.0,Petrol,Suzuki,93400,Cultus,Karachi,Manual,1905.0,1500000.0,Suzuki,Cultus,14.220976332738882
7917368,Unknown,Sedan,Faisalabad,Super white,1798.0,Petrol,Toyota,186000,Corolla,Punjab,Automatic,1905.0,4050000.0,Toyota,Corolla,15.214227685996272
7834893,Unknown,Hatchback,Lahore,Silver,1300.0,Petrol,Suzuki,109000,Swift,Punjab,Manual,1905.0,2375000.0,Suzuki,Swift,14.680508416503422
7917322,Unknown,Hatchback,Lahore,White,800.0,Petrol,Suzuki,54000,Mehran,Lahore,Manual,1905.0,650000.0,Suzuki,Mehran,13.384729180332174
7917323,Imported,Hatchback,Faisalabad,Silver,1000.0,Petrol,Hyundai,20000,Santro,Punjab,Manual,1905.0,900000.0,Hyundai,Other,13.710151153416941
7917327,Unknown,Sedan,Chakwal,Unknown,1300.0,Petrol,Toyota,71000,Corolla,Sindh,Automatic,1905.0,4000000.0,Toyota,Corolla,15.201805169084134
7861147,Unknown,Sedan,Lahore,Burgundy,1800.0,Petrol,Honda,23436,Civic,Islamabad,Automatic,1905.0,6280000.0,Honda,Civic,15.652880697680038
7917326,Unknown,Unknown,Islamabad,Grey,1000.0,Petrol,Suzuki,6300,Wagon,Islamabad,Manual,1905.0,3121000.0,Suzuki,Wagon,14.95366434166299
7917329,Imported,Hatchback,Rawalpindi,Burgundy,660.0,Petrol,Daihatsu,19400,Mira,Un-Registered,Automatic,1905.0,3450000.0,Daihatsu,Mira,15.053885078862573
7917334,Unknown,Sedan,Melsi,Attitude Black,1300.0,Petrol,Toyota,180000,Corolla,Sindh,Manual,1905.0,2950000.0,Toyota,Corolla,14.897316067298997
7917332,Unknown,Sedan,Lahore,White,1600.0,Petrol,Toyota,22000,Corolla,Lahore,Automatic,1905.0,6200000.0,Toyota,Corolla,15.64006001130563
7917339,Unknown,Hatchback,Buner,Red,1000.0,Petrol,Suzuki,120000,Alto,Peshawar,Manual,1905.0,720000.0,Suzuki,Alto,13.487007879880162
7917337,Imported,Unknown,Hassan,Black,1600.0,Unknown,Mitsubishi,200000,Lancer,Lahore,Manual,1905.0,490000.0,Mitsubishi,Other,13.102162710901053
7917328,Unknown,Sedan,Abbottabad,Super White,1500.0,Petrol,Toyota,60000,Yaris,Islamabad,Automatic,1905.0,4950000.0,Toyota,Yaris,15.414898336565054
7832640,Unknown,SUV,Lahore,Attitude Black,2700.0,Petrol,Toyota,55000,Fortuner,Islamabad,Automatic,1905.0,12800000.0,Toyota,Fortuner,16.36495580701484
7917347,Unknown,Hatchback,Faisalabad,Silver,1000.0,Petrol,Suzuki,28000,Wagon,Punjab,Manual,1905.0,2975000.0,Suzuki,Wagon,14.905754933096265
7917340,Unknown,Hatchback,Rawalpindi,Graphite Grey,1000.0,Petrol,Suzuki,6300,Wagon,Islamabad,Manual,1905.0,3120000.0,Suzuki,Wagon,14.953343880298434
7826604,Imported,Sedan,Islamabad,White,2000.0,Petrol,Mercedes,64000,Benz,Islamabad,Automatic,1905.0,16000000.0,Mercedes,Benz,16.588099342704055
7833743,Imported,SUV,Islamabad,Silver Pearl,3400.0,Petrol,Toyota,117000,Prado,Un-Registered,Automatic,1905.0,11800000.0,Toyota,Prado,16.283610174181653
7917348,Imported,SUV,D.G.Khan,Navy,3000.0,Diesel,Toyota,322000,Hilux,Sindh,Manual,1905.0,3500000.0,Toyota,Hilux,15.068273812173887
7833769,Unknown,Sedan,Karachi,Black,1800.0,Petrol,Honda,56000,Civic,Karachi,Automatic,1905.0,5350000.0,Honda,Civic,15.49260730578806
7833781,Unknown,Sedan,Karachi,White,1300.0,Petrol,Toyota,7900,Yaris,Karachi,Automatic,1905.0,4590000.0,Toyota,Yaris,15.339390799901627
7832673,Imported,SUV,Lahore,White,4700.0,Petrol,Toyota,140000,Land,Sindh,Automatic,1905.0,8500000.0,Toyota,Land,15.955576839107596
7739746,Imported,Unknown,Abbottabad,White,1300.0,Petrol,Toyota,175000,Corolla,Rawalpindi,Automatic,1905.0,1580000.0,Toyota,Corolla,14.272936037914342
7833749,Unknown,Sedan,Bahawalpur,Space Gray,1500.0,Petrol,Changan,26500,Alsvin,Punjab,Automatic,1905.0,4350000.0,Changan,Other,15.285686632949897
7917296,Unknown,Hatchback,Gharo,Solid White,660.0,Petrol,Suzuki,1200,Alto,Karachi,Manual,1905.0,2650000.0,Suzuki,Alto,14.790070575320824
7917298,Imported,Micro Van,Kamoke,White,660.0,Petrol,Suzuki,70000,Every,Lahore,Automatic,1905.0,1425000.0,Suzuki,Every,14.169683073439028
7917297,Unknown,Mini Van,Karachi,Green,800.0,Petrol,Suzuki,99200,Bolan,Sindh,Manual,1905.0,440000.0,Suzuki,Bolan,12.994532278619134
7744183,Unknown,Hatchback,Karachi,White,660.0,Petrol,Suzuki,16700,Alto,Karachi,Manual,1905.0,2150000.0,Suzuki,Alto,14.580978865220017
7917302,Imported,Unknown,Sukkur,White,1500.0,Petrol,Honda,160000,City,Peshawar,Automatic,1905.0,1450000.0,Honda,City,14.187074804051692
7917305,Unknown,Sedan,Rawalpindi,Grey Graphite,1300.0,Petrol,Toyota,93000,Corolla,Islamabad,Manual,1905.0,4275000.0,Toyota,Corolla,15.268294894271099
7914563,Unknown,Sedan,Peshawar,Silver,1600.0,Petrol,Honda,247177,Civic,Lahore,Automatic,1905.0,1600000.0,Honda,Civic,14.285514812209815
7914615,Unknown,Sedan,Peshawar,White,1300.0,Petrol,Toyota,140119,Corolla,Lahore,Automatic,1905.0,4000000.0,Toyota,Corolla,15.201805169084134
7917304,Imported,Sedan,Islamabad,White Pearl Crystal,2500.0,Petrol,Toyota,210000,Mark,Islamabad,Automatic,1905.0,4850000.0,Toyota,Other,15.394489469099211
7914166,Imported,Hatchback,Peshawar,Unknown,660.0,Petrol,Suzuki,100000,Alto,Islamabad,Automatic,1905.0,2400000.0,Suzuki,Alto,14.690979711984754
7917310,Imported,Hatchback,Bannu,Silver,1300.0,Petrol,Toyota,120000,Vitz,Islamabad,Automatic,1905.0,1880000.0,Toyota,Vitz,14.446782866720884
7917309,Unknown,Sedan,Wah,Gold,1600.0,Petrol,Honda,300000,Civic,Islamabad,Automatic,1905.0,1090000.0,Honda,Civic,13.901689171636098
7917308,Unknown,Sedan,Jaranwala,Unknown,1300.0,Petrol,Toyota,180000,Corolla,Lahore,Manual,1905.0,1739000.0,Toyota,Corolla,14.368821368379383
7917311,Imported,Hatchback,Karachi,White,1000.0,Petrol,Daihatsu,5,Charade,Karachi,Manual,1905.0,210000.0,Daihatsu,Other,12.25486757159303
7915281,Unknown,Sedan,Peshawar,White,1300.0,Petrol,Toyota,110000,Corolla,Islamabad,Automatic,1905.0,3450000.0,Toyota,Corolla,15.053885078862573
7917314,Unknown,MPV,Peshawar,Taffeta White,1500.0,Petrol,Honda,76000,BR-V,Peshawar,Automatic,1905.0,4200000.0,Honda,BR-V,15.250595321348806
7917229,Unknown,Sedan,Rawalpindi,Black,1300.0,Petrol,Toyota,70000,Corolla,Islamabad,Manual,1905.0,2850000.0,Toyota,Corolla,14.862829903121964
7868457,Unknown,Hatchback,Lahore,Silver,1000.0,Petrol,Suzuki,122329,Wagon,Karachi,Manual,1905.0,2225000.0,Suzuki,Wagon,14.615267923020578
7917317,Unknown,Sedan,Karachi,Crystal Black,1600.0,Petrol,Honda,200000,Civic,Karachi,Automatic,1905.0,1630000.0,Honda,Civic,14.30409118627969
7917315,Unknown,Mini Van,Faisalabad,Solid White,800.0,Petrol,Suzuki,88522,Bolan,Lahore,Manual,1905.0,750000.0,Suzuki,Bolan,13.527829818844937
7917318,Unknown,Hatchback,Lahore,Grey,1000.0,Petrol,United,10322,Alpha,Lahore,Manual,1905.0,1650000.0,Other,Other,14.316286451937186
7917294,Unknown,Sedan,Phalia,White,1300.0,Petrol,Toyota,70000,Corolla,Lahore,Manual,1905.0,4200000.0,Toyota,Corolla,15.250595321348806
